"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2373304,"4155444","2017","2021","1969","PRIVATE","01","Etobicoke North","70 REXDALE BLVD","6","100","2021-11-18","74","Evaluation needs to be conducted in 2 years","18","4","2","5","3","4","4","3","3","4","N/A","2","5","5","4","2","4","5","5","3","N/A","W0130","43.7135169093","-79.5613583242","299840.021","4841286.219"
2373305,"4154735","2017","2021","1959","PRIVATE","15","Don Valley West","28 UPPER CANADA DR","4","54","2021-11-18","81","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","N/A","N1521","43.7522561858","-79.4046460528","312453.741","4845645.083"
2373306,"4154737","2017","2021","1965","PRIVATE","15","Don Valley West","29 UPPER CANADA DR","4","54","2021-11-18","79","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","N/A","4","3","4","4","4","5","4","4","4","4","4","3","N/A","N1521","43.7522249865","-79.4034227428","312562.051","4845588.969"
2373307,"4154736","2017","2021","1959","PRIVATE","15","Don Valley West","30 UPPER CANADA DR","4","54","2021-11-18","82","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","4","5","4","4","4","5","4","4","4","4","4","4","N/A","N1521","43.7529197389","-79.4048046905","312470.577","4845582.997"
2373308,"4154738","2017","2021","1965","PRIVATE","15","Don Valley West","31 UPPER CANADA DR","4","61","2021-11-18","76","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","N/A","3","3","4","4","4","5","4","4","4","3","4","3","N/A","N1521","43.752982924","-79.40413326","312486.058","4845697.732"
2373309,"4154379","2017","2021","1960","PRIVATE","06","York Centre","921 WILSON AVE","4","44","2021-11-18","75","Evaluation needs to be conducted in 2 years","15","3","4","4","4","3","4","N/A","4","N/A","N/A","4","4","5","3","4","3","N/A","3","4","N/A","N0632","43.729940785","-79.468234305","307334.305","4843095.036"
2373310,"4155704","2017","2021","1994","SOCIAL HOUSING","19","Beaches-East York","656 KINGSTON RD","6","106","2021-11-18","78","Evaluation needs to be conducted in 2 years","18","5","3","3","5","3","5","5","5","5","N/A","3","4","3","3","3","4","5","3","3","N/A","S1936","43.679168172","-79.297693338","321095.995","4837488.989"
2373311,"4155658","2017","2021","1972","TCHC","01","Etobicoke North","44 WILLOWRIDGE RD","14","236","2021-11-18","46","Building Audit","19","3","2","1","1","3","2","3","3","3","N/A","2","3","2","2","2","4","2","2","1","3","W0137","43.675646313","-79.569749625","299172.333","4837117.833"
2373312,"4153235","2022","2021","1918","PRIVATE","11","University-Rosedale","661 HURON ST","3","15","2021-11-18","61","Evaluation needs to be conducted in 1 year","15","3","3","3","3","N/A","3","N/A","3","N/A","N/A","3","3","4","3","3","3","3","3","3","N/A","S1127","43.674829239","-79.404270792","312503.317","4836991.544"
2373313,"4153536","2019","2021","1928","PRIVATE","13","Toronto Centre","50 GLOUCESTER ST","3","35","2021-11-18","74","Evaluation needs to be conducted in 2 years","14","4","4","5","3","3","3","N/A","3","N/A","N/A","4","4","5","4","3","3","N/A","4","N/A","N/A","S1322","43.6673313703","-79.3831025989","314211.661","4836159.836"
2373314,"4153535","2017","2021","1960","PRIVATE","13","Toronto Centre","60 GLOUCESTER ST","11","77","2021-11-18","83","Evaluation needs to be conducted in 2 years","19","4","4","5","4","3","4","3","4","4","4","4","4","5","5","4","5","4","5","4","N/A","S1322","43.6673903164","-79.3827012027","314244.024","4836166.429"
2373315,"4153542","2017","2021","1955","PRIVATE","13","Toronto Centre","42 ISABELLA ST","4","24","2021-11-18","86","Evaluation needs to be conducted in 3 years","14","4","4","5","4","4","5","N/A","4","N/A","N/A","4","5","5","4","4","4","N/A","4","N/A","N/A","S1322","43.66829815","-79.383729477","314160.693","4836268.121"
2373316,"4153541","2017","2021","1960","PRIVATE","13","Toronto Centre","48 ISABELLA ST","10","84","2021-11-18","83","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","5","4","4","4","5","4","4","4","4","4","4","N/A","S1322","43.668324","-79.383444564","314183.666","4836271.025"
2373317,"4154289","2017","2021","1957","PRIVATE","05","York South-Weston","2246 KEELE ST","3","22","2021-11-18","75","Evaluation needs to be conducted in 2 years","16","3","4","5","4","3","3","N/A","3","N/A","4","4","3","5","3","4","4","N/A","4","4","N/A","W0529","43.7014106109","-79.4769290281","306643.993","4839939.556"
2373318,"4156371","2017","2021","1992","SOCIAL HOUSING","05","York South-Weston","10 MAPLE LEAF DR","10","150","2021-11-18","85","Evaluation needs to be conducted in 2 years","19","4","4","5","4","3","5","5","4","4","4","4","4","5","5","4","5","N/A","5","4","3","W0528","43.7095175414","-79.5048440536","304394.109","4840839.994"
2373319,"4155464","2017","2021","1989","SOCIAL HOUSING","01","Etobicoke North","88 HUMBER COLLEGE BLVD","4","119","2021-11-18","79","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","5","3","3","4","N/A","4","4","5","3","4","5","N/A","4","2","N/A","W0122","43.7317348465","-79.5986539334","296837.089","4843312.966"
2373320,"4153758","2017","2021","1968","PRIVATE","12","Toronto-St. Paul's","221 BALLIOL ST","17","272","2021-11-18","79","Evaluation needs to be conducted in 2 years","18","5","5","5","3","4","2","4","4","5","N/A","3","3","5","3","5","4","3","4","4","N/A","S1233","43.6984388965","-79.3893834002","313700.592","4839615.097"
2373321,"4153598","2017","2021","1969","PRIVATE","13","Toronto Centre","77 HOWARD ST","24","381","2021-11-18","72","Evaluation needs to be conducted in 2 years","18","4","5","5","3","4","4","3","3","4","N/A","3","4","5","3","3","3","3","3","3","N/A","S1323","43.6708658247","-79.3728064407","315041.394","4836553.713"
2373322,"4155411","2020","2021","1968","PRIVATE","01","Etobicoke North","111 BLACKFRIAR AVE","3","39","2021-11-18","65","Evaluation needs to be conducted in 1 year","17","3","3","5","3","3","4","N/A","3","N/A","2","3","5","5","2","3","2","3","4","2","N/A","W0133","43.6992765737","-79.56164594","299815.663","4839704.147"
2373323,"4169221","2019","2021","1953","PRIVATE","05","York South-Weston","2701 EGLINTON AVE W","4","49","2021-11-18","81","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","3","N/A","3","5","4","5","4","3","4","4","5","4","N/A","W0536","43.689344093","-79.477497851","306598.205","4838599.952"
2373324,"4153040","2017","2021","1968","PRIVATE","04","Parkdale-High Park","12 ELM GROVE AVE","4","32","2021-11-18","73","Evaluation needs to be conducted in 2 years","15","4","4","5","3","3","3","N/A","3","N/A","N/A","4","4","5","3","3","4","N/A","4","3","N/A","S0436","43.63899055","-79.4310530475","310347.29","4833006.982"
2373325,"4155755","2017","2021","1970","SOCIAL HOUSING","19","Beaches-East York","17 EDGEWOOD AVE","3","30","2021-11-18","68","Evaluation needs to be conducted in 2 years","17","4","3","3","3","3","5","N/A","3","N/A","N/A","3","3","5","4","2","3","4","4","2","4","S1937","43.670262063","-79.312623636","319894.407","4836496.722"
2373326,"4154278","2017","2021","1971","PRIVATE","07","Humber River-Black Creek","2600 FINCH AVE W","7","113","2021-11-18","74","Evaluation needs to be conducted in 2 years","19","4","4","3","4","3","4","3","4","4","3","3","3","5","4","4","4","4","4","3","N/A","W0722","43.748128033","-79.563243432","299690.887","4845132.328"
2373327,"4155878","2017","2021","1960","PRIVATE","08","Eglinton-Lawrence","60 WASDALE CRES","3","11","2021-11-18","78","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","3","N/A","4","N/A","3","3","4","5","4","4","4","4","4","3","N/A","N0823","43.7306713451","-79.4374893371","309820.414","4843191.908"
2373328,"4154356","2017","2021","1967","PRIVATE","05","York South-Weston","1440 LAWRENCE AVE W","13","207","2021-11-18","79","Evaluation needs to be conducted in 2 years","18","4","4","4","4","3","4","4","4","4","N/A","3","3","5","4","4","5","4","4","4","N/A","W0526","43.7089112814","-79.4794304788","306442.181","4840772.807"
2373329,"4155552","2017","2021","1957","PRIVATE","03","Etobicoke-Lakeshore","22 A LONG BRANCH AVE","3","11","2021-11-18","90","Evaluation needs to be conducted in 3 years","16","5","5","5","5","5","3","N/A","4","N/A","5","5","4","5","4","4","5","N/A","4","4","N/A","W0334","43.5902952766","-79.5324909265","302160.876","4827595.512"
2373330,"4155508","2017","2021","1955","PRIVATE","03","Etobicoke-Lakeshore","2696 LAKE SHORE BLVD W","4","27","2021-11-18","83","Evaluation needs to be conducted in 2 years","16","4","5","5","4","4","3","N/A","5","N/A","3","4","5","5","4","4","4","N/A","4","3","N/A","W0335","43.603004467","-79.4961219509","305097.395","4829006.977"
2373331,"4284996","2017","2021","1969","PRIVATE","12","Toronto-St. Paul's","60 PLEASANT BLVD","32","163","2021-11-18","93","Evaluation needs to be conducted in 3 years","19","5","5","5","3","5","4","5","5","5","N/A","5","5","5","4","5","4","5","4","4","5","S1238","43.687754027","-79.391524865","313560.944","4838448.416"
2373332,"4153492","2017","2021","1928","PRIVATE","13","Toronto Centre","58 MAITLAND ST","4","45","2021-11-17","73","Evaluation needs to be conducted in 2 years","15","3","4","5","3","3","3","N/A","3","N/A","N/A","3","4","5","3","4","4","N/A","4","4","N/A","S1326","43.664834954","-79.3811923705","314366.112","4835882.717"
2373333,"4153712","2017","2021","1985","SOCIAL HOUSING","19","Beaches-East York","550 KINGSTON RD","7","138","2021-11-17","77","Evaluation needs to be conducted in 2 years","19","4","3","5","3","3","5","2","5","3","N/A","3","5","3","5","3","4","5","5","4","3","S1935","43.678459127","-79.301455802","320792.82","4837409.477"
2373334,"4156390","2017","2021","1971","TCHC","22","Scarborough-Agincourt","2739 VICTORIA PARK AVE","15","203","2021-11-17","79","Evaluation needs to be conducted in 2 years","20","3","4","4","4","4","4","4","4","3","4","4","4","5","4","4","4","4","4","3","5","E2225","43.778310557","-79.323533534","318941.968","4848494.812"
2373335,"4152745","2017","2021","1960","PRIVATE","24","Scarborough-Guildwood","45 GREENBRAE CRCT","6","112","2021-11-17","79","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","3","4","4","4","4","4","5","4","4","4","4","4","3","N/A","E2425","43.759429906","-79.230999363","326447.571","4846406.327"
2373336,"4154325","2017","2021","1958","PRIVATE","05","York South-Weston","1605 JANE ST","3","28","2021-11-17","65","Evaluation needs to be conducted in 1 year","17","3","3","4","3","3","3","N/A","3","N/A","3","4","3","5","3","3","3","3","3","3","N/A","W0528","43.700297074","-79.5025588448","304578.221","4839815.666"
2373337,"4155116","2017","2021","1953","PRIVATE","05","York South-Weston","7 GREENTREE CRT","3","28","2021-11-17","64","Evaluation needs to be conducted in 1 year","14","3","3","3","3","3","3","N/A","3","N/A","N/A","3","4","5","3","3","3","N/A","3","N/A","N/A","W0532","43.6921996331","-79.4792336091","306458.47","4838916.21"
2373338,"4167763","2017","2021","1980","TCHC","07","Humber River-Black Creek","5 NEEDLE FIRWAY","12","137","2021-11-17","73","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","3","3","3","N/A","3","4","5","4","3","3","5","5","2","N/A","W0729","43.752566895","-79.518797427","303270.559","4845623.647"
2373339,"4155248","2017","2021","1940","PRIVATE","03","Etobicoke-Lakeshore","140 BERRY RD","4","14","2021-11-17","69","Evaluation needs to be conducted in 2 years","15","3","3","4","3","2","4","N/A","4","N/A","N/A","3","4","5","3","4","3","4","3","N/A","N/A","W0327","43.6378752009","-79.4868729596","305849.948","4832879.26"
2373340,"4155208","2017","2021","1949","PRIVATE","03","Etobicoke-Lakeshore","2684 BLOOR ST W","3","21","2021-11-17","81","Evaluation needs to be conducted in 2 years","15","4","4","5","3","4","4","N/A","4","N/A","N/A","3","5","5","4","4","4","N/A","3","5","N/A","W0322","43.6502799096","-79.4966278276","305056.355","4834259.015"
2373341,"4155209","2017","2021","1949","PRIVATE","03","Etobicoke-Lakeshore","2686 BLOOR ST W","3","21","2021-11-17","87","Evaluation needs to be conducted in 3 years","15","4","4","5","4","4","5","N/A","4","N/A","N/A","4","4","5","4","5","4","N/A","4","5","N/A","W0322","43.6502958618","-79.4968685545","305036.934","4834260.786"
2373342,"4153394","2017","2021","1980","PRIVATE","13","Toronto Centre","90 ADELAIDE ST E","8","60","2021-11-17","80","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","5","4","3","4","N/A","4","4","5","3","4","4","3","4","4","N/A","S1334","43.651581464","-79.374057609","314943.48","4834412.106"
2373343,"4152923","2017","2021","1965","PRIVATE","04","Parkdale-High Park","283 GILMOUR AVE","5","37","2021-11-17","84","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","3","N/A","4","5","N/A","4","5","5","4","3","3","N/A","5","4","5","S0423","43.6651850106","-79.4788057495","306493.641","4835915.054"
2373344,"4153408","2017","2021","1968","TCHC","10","Spadina-Fort York","91 AUGUSTA AVE","14","257","2021-11-17","69","Evaluation needs to be conducted in 2 years","17","3","3","4","4","3","4","4","3","4","N/A","3","4","4","3","4","3","N/A","3","3","N/A","S1023","43.65071249","-79.400394724","312819.071","4834312.641"
2373345,"4156634","2017","2021","1965","PRIVATE","16","Don Valley East","9 WINGREEN CRT","3","11","2021-11-17","79","Evaluation needs to be conducted in 2 years","16","4","4","4","4","3","4","N/A","3","N/A","N/A","4","4","5","4","4","4","4","4","4","N/A","N1624","43.7386011415","-79.3432263203","317412.553","4844082.855"
2373346,"4156442","2017","2021","1953","SOCIAL HOUSING","03","Etobicoke-Lakeshore","5 FORTY THIRD ST","3","40","2021-11-17","76","Evaluation needs to be conducted in 2 years","15","3","5","5","3","4","3","N/A","3","N/A","N/A","3","4","5","4","4","4","N/A","4","3","N/A","W0334","43.5900678471","-79.546025288","301067.973","4827570.758"
2373347,"4156001","2017","2021","1953","SOCIAL HOUSING","03","Etobicoke-Lakeshore","15 FORTY THIRD ST","3","25","2021-11-17","72","Evaluation needs to be conducted in 2 years","15","2","5","5","2","3","4","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","4","3","N/A","W0334","43.5902783298","-79.5461587717","301057.206","4827594.148"
2373348,"4156443","2017","2021","1953","SOCIAL HOUSING","03","Etobicoke-Lakeshore","25 FORTY THIRD ST","3","41","2021-11-17","76","Evaluation needs to be conducted in 2 years","15","3","5","5","3","3","4","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","4","4","N/A","W0334","43.5903216537","-79.5464760633","301031.587","4827598.975"
2373349,"4152945","2017","2021","1992","SOCIAL HOUSING","04","Parkdale-High Park","2767 DUNDAS ST W","6","21","2021-11-17","67","Evaluation needs to be conducted in 2 years","15","3","3","5","3","3","3","N/A","3","3","N/A","2","3","5","4","3","3","N/A","4","N/A","N/A","S0429","43.665100576","-79.461595606","307881.369","4835907.097"
2373350,"4286261","2017","2021","1990","TCHC","15","Don Valley West","2755 YONGE ST","4","41","2021-11-17","78","Evaluation needs to be conducted in 2 years","17","4","3","4","4","3","4","4","4","N/A","4","3","4","5","4","4","4","N/A","4","4","N/A","N1526","43.718218448","-79.4005393661","312798.75","4841811.418"
2373351,"4153858","2017","2021","1960","PRIVATE","15","Don Valley West","2707 YONGE ST","4","48","2021-11-17","81","Evaluation needs to be conducted in 2 years","15","5","3","5","5","4","5","N/A","4","N/A","5","4","4","5","3","3","3","N/A","3","N/A","N/A","N1526","43.716980201","-79.400164813","312828.832","4841674.847"
2373352,"4153811","2017","2021","1960","PRIVATE","15","Don Valley West","440 EGLINTON AVE E","10","90","2021-11-17","82","Evaluation needs to be conducted in 2 years","18","5","5","4","4","4","3","N/A","4","4","4","4","4","5","4","4","4","4","4","4","N/A","N1537","43.709864206","-79.384723421","314074.202","4840885.908"
2373353,"4155220","2017","2021","1967","PRIVATE","03","Etobicoke-Lakeshore","618 EVANS AVE","3","25","2021-11-17","83","Evaluation needs to be conducted in 2 years","16","4","5","5","4","4","5","N/A","4","N/A","4","4","4","5","3","4","4","4","3","N/A","N/A","W0330","43.610859495","-79.550105854","300739.526","4829881.718"
2373354,"4153190","2018","2021","1965","PRIVATE","11","University-Rosedale","66 SPADINA RD","11","75","2021-11-17","79","Evaluation needs to be conducted in 2 years","16","4","4","4","3","4","3","N/A","3","4","N/A","4","4","5","4","4","4","5","4","N/A","N/A","S1126","43.6700886495","-79.4054989644","312405.105","4836463.821"
2373355,"4153431","2017","2021","1983","SOCIAL HOUSING","13","Toronto Centre","90 SHUTER ST","10","77","2021-11-17","74","Evaluation needs to be conducted in 2 years","17","3","4","5","3","3","3","3","3","4","N/A","3","4","5","3","4","4","N/A","4","N/A","5","S1332","43.655490881","-79.3742822812","314924.96","4834845.425"
2373356,"4155093","2017","2021","1955","PRIVATE","05","York South-Weston","31 CLEARVIEW HTS","4","43","2021-11-17","67","Evaluation needs to be conducted in 2 years","15","3","3","3","3","N/A","3","N/A","4","N/A","3","4","4","5","3","3","3","N/A","3","3","N/A","W0532","43.69278743","-79.4796635822","306423.795","4838981.508"
2373357,"4279693","2017","2021","1952","PRIVATE","19","Beaches-East York","332 CHISHOLM AVE","3","12","2021-11-17","67","Evaluation needs to be conducted in 2 years","15","3","3","5","3","4","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","S1926","43.6972925811","-79.3074870563","320325.566","4839501.516"
2373358,"4153189","2017","2021","1966","PRIVATE","11","University-Rosedale","35 WALMER RD","15","174","2021-11-17","77","Evaluation needs to be conducted in 2 years","19","5","4","5","4","4","2","3","4","4","N/A","4","4","5","4","4","4","3","3","3","4","S1126","43.669133539","-79.405620062","312395.193","4836358.655"
2373359,"4155104","2017","2021","1956","PRIVATE","05","York South-Weston","96 TRETHEWEY DR","3","12","2021-11-17","71","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","2","N/A","3","N/A","N/A","4","3","5","3","3","4","N/A","3","3","N/A","W0532","43.6934951479","-79.4820055643","306234.99","4839060.1"
2373360,"4153715","2017","2021","1958","PRIVATE","19","Beaches-East York","474 KINGSTON RD","4","38","2021-11-17","87","Evaluation needs to be conducted in 3 years","17","5","3","5","5","5","3","N/A","5","N/A","5","5","3","5","5","4","3","5","5","3","N/A","S1935","43.6776882643","-79.3033656117","320639.297","4837322.513"
2373361,"4153665","2017","2021","1940","SOCIAL HOUSING","19","Beaches-East York","2363 QUEEN ST E","4","20","2021-11-17","81","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","N/A","4","S1942","43.6721680178","-79.2886764155","321825.237","4836712.125"
2373362,"4154531","2017","2021","1975","PRIVATE","08","Eglinton-Lawrence","84 NEPTUNE DR","3","11","2021-11-16","84","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","4","N/A","N/A","4","4","5","5","4","4","4","4","4","N/A","N0823","43.732647778","-79.4370443606","309856.093","4843411.503"
2373363,"4153183","2018","2021","1919","PRIVATE","11","University-Rosedale","38 BARTON AVE","4","18","2021-11-16","64","Evaluation needs to be conducted in 1 year","15","3","3","4","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","S1125","43.668063591","-79.413898107","311727.76","4836239.086"
2373364,"4153717","2017","2021","1987","SOCIAL HOUSING","19","Beaches-East York","751 WOODBINE AVE","5","97","2021-11-16","85","Evaluation needs to be conducted in 2 years","20","5","3","3","5","5","5","3","5","5","5","3","5","3","4","4","5","5","4","4","4","S1935","43.680524762","-79.3102839398","320080.746","4837636.366"
2373365,"4153850","2017","2021","1930","PRIVATE","15","Don Valley West","11 SHERWOOD AVE","3","23","2021-11-16","80","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","4","N/A","3","N/A","4","4","4","5","4","4","4","N/A","4","4","N/A","N1526","43.713358222","-79.398875082","312933.244","4841272.594"
2373366,"4153925","2017","2021","1934","PRIVATE","12","Toronto-St. Paul's","101 LAWTON BLVD","5","46","2021-11-16","71","Evaluation needs to be conducted in 2 years","17","3","3","5","3","3","3","4","4","3","N/A","3","3","5","3","4","3","N/A","5","3","N/A","S1232","43.693704796","-79.3967468","313107.717","4839088.374"
2373367,"4153853","2017","2021","1930","PRIVATE","15","Don Valley West","25 SHERWOOD AVE","3","27","2021-11-16","83","Evaluation needs to be conducted in 2 years","16","4","3","5","5","4","5","N/A","3","N/A","5","4","5","5","3","3","5","N/A","3","4","N/A","N1526","43.713530331","-79.398012046","313002.767","4841291.799"
2373368,"4241532","2017","2021","1940","PRIVATE","15","Don Valley West","27 SHERWOOD AVE","3","17","2021-11-16","80","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","3","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","N1526","43.713606404","-79.397782703","313021.238","4841300.273"
2373369,"4154140","2017","2021","1971","PRIVATE","14","Toronto-Danforth","1010 BROADVIEW AVE","20","109","2021-11-16","89","Evaluation needs to be conducted in 3 years","19","4","5","5","5","4","4","3","4","5","N/A","4","5","5","5","4","5","5","5","4","4","S1421","43.683273425","-79.357525834","316271.068","4837935.107"
2373370,"4166942","2017","2021","1967","PRIVATE","14","Toronto-Danforth","50 CAMBRIDGE AVE","21","275","2021-11-16","89","Evaluation needs to be conducted in 3 years","20","5","5","5","4","4","5","4","4","4","4","4","5","5","4","5","4","5","5","4","4","S1424","43.6775380937","-79.3603585114","316044.004","4837296.578"
2373371,"4153852","2017","2021","1930","PRIVATE","15","Don Valley West","21 SHERWOOD AVE","3","26","2021-11-16","81","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","4","N/A","4","N/A","4","4","4","5","4","4","4","N/A","4","4","N/A","N1526","43.713477488","-79.398290281","312980.353","4841285.901"
2373372,"4154939","2017","2021","1965","PRIVATE","12","Toronto-St. Paul's","105 RAGLAN AVE","6","34","2021-11-15","78","Evaluation needs to be conducted in 2 years","18","4","4","5","3","3","4","4","3","4","N/A","4","4","5","4","3","4","4","5","3","N/A","S1229","43.6862572017","-79.4205091035","311192.988","4838258.855"
2373373,"4154937","2017","2021","1930","PRIVATE","12","Toronto-St. Paul's","21 RAGLAN AVE","3","12","2021-11-15","86","Evaluation needs to be conducted in 3 years","13","4","4","5","4","N/A","5","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","5","N/A","N/A","S1229","43.6839669504","-79.4195812784","311268.028","4838004.472"
2373374,"4154401","2017","2021","1950","PRIVATE","06","York Centre","2217 JANE ST","3","12","2021-11-15","72","Evaluation needs to be conducted in 2 years","15","4","4","4","4","3","3","N/A","3","N/A","N/A","4","4","5","3","4","3","N/A","3","3","N/A","N0627","43.7233585034","-79.508865507","304070.225","4842377.656"
2373375,"4154352","2017","2021","1950","PRIVATE","05","York South-Weston","2422 KEELE ST","3","10","2021-11-15","75","Evaluation needs to be conducted in 2 years","15","3","4","3","4","3","4","N/A","4","N/A","N/A","4","4","5","4","4","3","N/A","4","3","N/A","W0526","43.7104582053","-79.4787969775","306489.91","4840962.965"
2373376,"4156493","2017","2021","1971","PRIVATE","07","Humber River-Black Creek","355 GRANDRAVINE DR","15","118","2021-11-15","76","Evaluation needs to be conducted in 2 years","20","3","4","3","3","4","3","3","4","3","4","3","4","5","5","4","4","5","4","4","4","W0732","43.746959357","-79.513143818","303707.642","4845032.763"
2373377,"4156420","2017","2021","1971","PRIVATE","07","Humber River-Black Creek","365 GRANDRAVINE DR","15","118","2021-11-15","75","Evaluation needs to be conducted in 2 years","20","3","4","3","3","4","3","4","4","3","4","3","3","5","4","4","4","5","5","3","4","W0732","43.746846876","-79.514027683","303590.293","4844998.72"
2373378,"4154708","2020","2021",NA,"PRIVATE","18","Willowdale","2 ANCONA ST","4","32","2021-11-15","80","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","N/A","4","4","4","4","4","5","4","4","4","4","4","3","N/A","N1822","43.7749913097","-79.439415264","309661.717","4848115.514"
2373379,"4228864","2017","2021","1964","PRIVATE","17","Don Valley North","2911 BAYVIEW AVE","3","304","2021-11-15","84","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","4","4","5","4","5","4","4","4","4","5","N1725","43.7705466002","-79.3863327506","313935.534","4847626.159"
2373380,"4154392","2017","2021","1960","PRIVATE","06","York Centre","1455 WILSON AVE","3","66","2021-11-15","71","Evaluation needs to be conducted in 2 years","19","4","3","4","4","4","4","3","3","4","4","3","4","5","3","3","3","3","3","3","N/A","N0631","43.7217833444","-79.5027970015","304559.163","4842202.632"
2373381,"4154389","2017","2021","1955","PRIVATE","06","York Centre","1497 WILSON AVE","4","42","2021-11-15","69","Evaluation needs to be conducted in 2 years","16","4","4","4","3","4","3","N/A","3","N/A","N/A","3","3","5","3","4","3","3","3","3","N/A","N0631","43.7209792831","-79.5051259497","304371.503","4842113.317"
2373382,"4155026","2017","2021","1997","SOCIAL HOUSING","12","Toronto-St. Paul's","2353 DUFFERIN ST","16","144","2021-11-15","84","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","4","5","5","N/A","4","4","5","4","4","4","N/A","4","4","4","S1222","43.6951962434","-79.4496138962","308845.969","4839250.13"
2373383,"4155004","2017","2021","1980","PRIVATE","12","Toronto-St. Paul's","989 EGLINTON AVE W","7","146","2021-11-15","94","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","5","4","5","5","N/A","4","4","5","5","5","4","5","5","5","5","S1224","43.6997242607","-79.4303144037","310401.287","4839754.304"
2373384,"4153480","2017","2021","1994","SOCIAL HOUSING","13","Toronto Centre","84 CARLTON ST","12","154","2021-11-15","84","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","5","N/A","4","4","5","4","4","4","4","5","4","4","S1326","43.6622405151","-79.3787026496","314567.32","4835594.787"
2373385,"4250636","2019","2021","1957","PRIVATE","12","Toronto-St. Paul's","111 LAWTON BLVD","13","152","2021-11-15","82","Evaluation needs to be conducted in 2 years","19","5","5","5","4","4","4","4","3","4","3","3","4","5","4","5","4","5","4","3","N/A","S1232","43.6941127159","-79.3967271085","313109.244","4839133.698"
2373386,"4154936","2017","2021","1930","PRIVATE","12","Toronto-St. Paul's","17 RAGLAN AVE","4","16","2021-11-15","85","Evaluation needs to be conducted in 2 years","13","4","4","5","4","N/A","5","N/A","4","N/A","N/A","4","4","5","4","4","3","N/A","5","N/A","N/A","S1229","43.6838687867","-79.4195252929","311272.552","4837993.57"
2373387,"4154395","2017","2021","1960","PRIVATE","06","York Centre","1391 WILSON AVE","4","36","2021-11-15","74","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","4","N/A","3","N/A","3","4","5","5","3","4","2","N/A","3","3","N/A","N0631","43.7217705723","-79.499656818","304812.168","4842201.204"
2373388,"4152922","2017","2021","1960","PRIVATE","04","Parkdale-High Park","392 JANE ST","6","32","2021-11-14","72","Evaluation needs to be conducted in 2 years","18","3","3","5","3","4","3","3","3","4","3","3","5","5","4","3","3","N/A","4","4","N/A","S0426","43.6580102067","-79.4883644142","305722.865","4835117.844"
